,Index,headline,article,date,publisher,sentiment,subjectivity,emotion,neg,neu,pos,compound,Sentiment,Subjectivity
45,46,west texas university president cancels student drag saying degrades women,sign texas university president walter wendler drawing ire canceling student drag arguing performance degrade woman divisive demoralizing first amendment lawyer reject calling comment mischaracterization art also argue cancellation violates constitutional right state law broadly protects free speech college potentially setting university gross abhorrent comparison two completely different also extremely distorted incorrect definition drag culture form performance student plan protest every day week campus small west texas city dangerous celebration expression student signe elder said current climate growing believe important ever stand together part group student organized name buff referring buffalo protest show frequently feature men dressing woman exaggerated style mainstay lgbtq community drag performer say work expression queer joy form constitutionally protected speech societal gender wendler said drag show woman extreme amusement others discriminate monday letter first obtained woman men worked together nearly two century eliminate wendler fought seeking equality voting marketplace court public one claim right contribute suffering via slapstick sideshow erodes worth comment decision cancel campus drag show come amid surging uproar lively entertainment texas lawmaker also homed performance handful bill would regulate restrict drag including legislation would classify venue host drag show sexually oriented regardless senate committee debate bill would impose fine business owner host drag show front child performance sexually bill defines sexually oriented performance one someone naked drag prurient interest government affair director lgbtq advocacy group equality said drag mock art form allows performer explore gender expression take back power said stifling gender always way people easily fit gender binary embrace different facet hill said statement texas come shape size make make drag texas student group organizing drag called drag lgbtq student group spectrum advertised show instagram encouraging people sign argued letter west texas drag show go equal employment opportunity saying inappropriate even drag show lawyer national campus free speech group foundation individual right expression rejected argument prejudice play said lawyer alex arguing wendler violated state federal law canceling statement texas morey said performance campus drag show protected first unilaterally canceling event personally disapproves view might president appears violated constitutional obligation state morey really surprising open knowingly violating especially government official violate clearly established first amendment law retain qualified immunity held personally liable monetary student started petition also accused wendler violating university texas lawmaker passed law required university allow person engage activity law passed broad bipartisan west texas spokesperson said tuesday morning wendler texas university oversees west texas also declined first time wendler criticized comment related people lgbtq texas university college station drew criticism student office student affair announced would longer sponsor annual drag show competition started student held performance last year raising money private event scheduled april nguyen contributed equality texas texas university system west texas university financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete wait welcome,21-Mar-23,Texas Tribune,0,0,sadness,0.207,0.668,0.124,-0.9906,0.06035455155173464,0.38654426559356114
46,47,texas guidance dei ban shows compliance might hard needle thread,sign texas university system issued staff guidance earlier month comply ban equity inclusion providing first glimpse texas university navigating thorny implementation new compiled university website social medium administrator state information university including limited phrase university might organize event diversity general must preferential treatment particular group open responsibility every employee comply guidance ethic compliance office oversee implementation law receive guidance general counsel situation question list bill message sent staff student earlier texas university interim president mark welsh iii said school change hiring practice dissolve office diversity seek revision university state university taken similar university texas system halted dei policy february required university system develop policy discipline employee contractor break university houston system chancellor renu khator announced june former president texas association college said higher education leader around state may interpreting law differently one providing strict guideline seven page leaf rule concern want make sure everybody understands law actually say shield try overreach say also applied continue receive state texas university must comply includes annual reporting ensure compliance texas university system said disciplinary action may taken employee contractor violate individual report violation ethic point reporting organization including involved dei initiative exempt law university may still provide support facility important remember nothing sb alters existing obligation federal state including requirement title vi title vii civil right act equal protection clause guidance must continue ensure program activity open available person attracting ire dei ban came head earlier year university previously said appointment caught texas university leader try figure type work involving race allowed new text message system released part texas new york texas university university texas system university houston financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete texas tribune festival,"Sept. 18, 2023",Texas Tribune,0,0,sadness,0.056,0.855,0.088,0.7184,0.08892612763580504,0.37035795745473166
47,48,texas students accuse brazos county voter suppression moving voting site,sign group texas university student attended brazos county commissioner hearing past two month discus one agenda item texas hosted polling location within campus memorial student county commissioner put location simple decided location would moved newly constructed city hall right center college commissioner nancy oversees precinct includes texas cited convenient location city hall well low voter turnout texas polling place reason moving early voting tribune interview berry stated mistakenly asked wrong election decision elicited backlash student among move texas nonpartisan student organization focus voter fighting get location back since stated removing early voting location county contributing toward transportation take student voter city hall interlocal agreement texas county also planning reinstate polling place unique across move texas texas university financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete,"Nov. 4, 2022",Texas Tribune,0,0,anger,0.067,0.851,0.081,0.25,0.01647186147186147,0.32649350649350656
48,49,suspended texas professor denies saying dan patrick believes overdose victims,sign texas university professor texas tribune reported last week texas temporarily suspended joy respected opioids patrick learned alleged comment asked texas university system chancellor john sharp case raised concern political interference academic issued statement denying accusation hour texas land commissioner dawn initiated discussed alleged comment social medium first hour declined multiple request comment tribune published initial story last university alonzo patrick refused specify alonzo accused saying march statement provided university alonzo comment made lecture march regarding opioid overdose education naloxone administration mischaracterized given presentation time across state past also trained others provide time say anyone deserved die hear comment medical student university texas medical attended march buckingham alerted called sharp asked look confirmed would behalf student parent called office similar characterized statement alonzo allegedly made inappropriate personal attack specify actually neither utmb texas confirmed alonzo said prompted reaction university utmb student interviewed tribune recalled vague reference office nothing texas allowed alonzo keep job internal investigation could confirm done anything statement provided texas alonzo said agreed go administrative leave satisfied said press conference wednesday college interim texas president mark welsh iii defended handling alonzo investigation said clear policy need place guide administrator handle situation decision place alonzo administrative leave pay investigated allegation sparked outcry advocate faculty described situation case political interference violation academic presumes faculty protected first amendment speak freely subject matter expertise without fear academic freedom longstanding principle within higher education united state reaction situation come texas also face criticism faculty alumnus tribune reported told tribune university watered offer tenured position contract told people system concerned hiring black used work new york outside group also raised concern equity inclusion university administrator resigned including hour lecture course leader utmb also sent email student class saying comment lieutenant governor dan patrick role opioid represent opinion email also included declined comment decision issue whose job risk declined said accepted outcome investigation criticized faculty member university school president legislator right ask question campus patrick largely funded texas taxpayer held employee coach sport understand held accountable losing record draw question often leading sport academic subject level attorney foundation individual right nonprofit legal group focused protecting free speech college said patrick correct faculty criticized senior government official government chief staff putting pressure university leader look one steinbaugh member first amendment right criticize policy official leaning university leader look academic freedom nonprofit dedicated protecting right faculty member college university across said letter last week texas decision act request without due diligence university preferred shoot first ask question later order mollify sensibility powerful government said keith founding chair academic freedom action completely inconsistent principle academic freedom ought respected serious suggest university would prefer sacrifice constitutional right member faculty rather risk angering state texas faculty senate immediately respond request comment faculty senate executive committee announced created investigative subcommittee circumstance surrounding failed hiring mcelroy suspension committee produce report detailing happened provide recommendation similar actual apparent challenge academic freedom going statement provided alonzo also touted work done university combat opioid including creation opioid task development program teach public opioid overdoses reverse using drug alonzo people trained recognize opioid overdoses try reverse said opioid task force documented overdose texas new york texas university system university texas austin financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete speaker confirmed,"Aug. 2, 2023",Texas Tribune,0,0,sadness,0.132,0.777,0.091,-0.9706,0.061294063079777354,0.29939857761286337
49,50,professor accuses texas faculty program discriminating white asian men,sign university texas austin professor sued texas university claiming new faculty fellowship program designed increase diversity flagship university college station discriminates white asian male finance professor filed federal lawsuit saturday texas university system board annie texas vice president associate provost texas vice president faculty represented america first legal group created stephen policy adviser former president donald jonathan former solicitor general texas legal architect abortion lowery claim new fellowship program ace program focus hiring recently graduated doctoral student want enter new ace plus program focus senior hire underrepresented minority contribute moving structural composition faculty towards parity state set aside million next two fiscal year help match base salary maximum texas announcement new fellowship program july university identified underrepresented group african hispanic latino native alaskan native native proclaimed goal establishing faculty whose racial composition attains state seek achieve racial flatly illegal title vi binding precedent supreme lawsuit lawsuit also accuses texas setting aside faculty position specifically racial point august email sent unnamed business professor head recruiting committee department shane heard someone one line reserved email according copy included exhibit johnson replied later underrepresented line would potentially third yes one lawsuit lowery sue behalf class white asian men stand apply faculty appointment texas texas system spokesperson laylan copelin called legal filing job application lowery say lawsuit apply faculty appointment texas lawyer review confer texas take appropriate action fall total faculty faculty member black faculty member texas webpage larger ace texas encourages member underrepresented apply say actively since one professor involved genesis new think tank lawyer seeking declaratory injunctive relief court behalf also want court monitor appointed oversee diversity office faculty texas texas university system university texas austin financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete full program live,"Sept. 12, 2022",Texas Tribune,0,0,anger,0.073,0.815,0.112,0.8316,0.03244949494949494,0.27470538720538723
50,51,texas system makes plans handle instruction fall,next texas student may assigned day allowed go class day class asked stay home follow class along people math half allowed show tuesday half view student would swap one measure plan texas university system official approved friday effort create social distance traditionally crowded guidance apply across board first major university system state formally adopt plan though official warned much work done class begin university texas announced class run august thanksgiving continue remotely effort limit student university texas system yet released concrete guidance class activity proceed class resume many conducted hybrid model mixing online certain course prioritized performance clinical also course must designed shift remote environment condition said james vice chancellor academic affair indeed second wave hit fall course designed start le said meeting including sharply curtail room typically would accommodate people instead allow people physical adjustment installing plexiglas separator distancing hall student expected maintain social distancing much student discouraged traveling away well inviting overnight leave must exposure may need designated space residence hall student use quarantine plan emphasizes flexibility across school university tailoring specific accommodation training module already sent soon return said recognized need balance campus activity system chancellor john sharp said campus experience get degree hard become aggie sharp spokesperson laylan copelin previously flagship campus college station spent million federal stimulus program gave system million split covering revenue loss providing financial aid university texas system got million texas system university texas system financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete list,29-May-20,Texas Tribune,0,0,surprise,0.036,0.87,0.094,0.9136,0.0003162202380952413,0.27648809523809526
51,52,texas chancellor john sharp orders school leaders sever research ties russian entities,sign university chancellor john sharp wednesday moved sever tie making first texas university take action following russian invasion action disclosed memo sharp sent school also asked agency review noncontractual engagement russian note action way indictment faculty member russian descent criticism faculty working improve condition especially oppressed group sharp believe faculty oppose aggression russian president vladimir putin support agreement school russia could include student faculty exchange program study abroad also included agreement involve clinical data use agreement licensing leader said fewer research agreement across system believe move significant impact individual eight state agency research campus system immediately respond request individual university across country announced cutting financial announced severing research late massachusetts institute technology announced ending research partnership skolkovo institute science technology receives funding russian higher education mixed reaction invasion earlier arizona board regent voted sell million russian asset across three university university colorado also announced would liquidate financial investment university texas system texas state university system immediately respond question whether plan similar texas texas state university system university texas system financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete,9-Mar-22,Texas Tribune,0,0,sadness,0.047,0.801,0.152,0.9653,2.7755575615628915e-18,0.3069444444444445
52,53,police release report kimbrough firing,texas tribune donor member may quoted mentioned may subject complete list click,"Sept. 22, 2011",Texas Tribune,0,0,sadness,0.0,1.0,0.0,0.0,-0.033333333333333326,0.3666666666666667
53,54,chancellor mike mckinney stepping,texas tribune donor member may quoted mentioned may subject complete list click,10-May-11,Texas Tribune,0,0,sadness,0.0,1.0,0.0,0.0,-0.033333333333333326,0.3666666666666667
54,55,texas regents could offer settlement journalism professor center hiring controversy,sign texas university system board regent meet sunday authorize university negotiate potential settlement kathleen black university texas austin journalism turned position university changed job offer pressure conservative botched hiring led resignation multiple including university president last clear whether said felt judged race filed claim board give approval university could enter settlement discussion ut since hired legal board regent also plan appoint interim president according july katherine bank celebrated hiring mcelroy earlier year revive journalism program following outcry conservative group mcelroy presented succession different offer letter promised le lucrative role mcelroy told texas tribune friday negotiation still declined board regent consult system likely executive session otherwise behind closed discus possibility settling mcelroy failed addition mcgee contributed speaker confirmed,28-Jul-23,Texas Tribune,0,0,anger,0.082,0.788,0.131,0.6808,-0.00777777777777778,0.4755555555555555
55,56,following texas overhauls sexual misconduct policies,story updated additional backlash flagship campus handle sexual assault official texas university system embraced wholesale overhaul disciplinary unveiling monday mandatory sanction student faculty go far require automatic firing employee found responsible sexual new take effect ban faculty staff consensual relationship undergraduate student system school mandate employee terminated found responsible making sexual advance persistent pervasive enough constitute part brought mainstream conversation harassment within college across country faced recent scrutiny levying critic deem lenient inconsistent response campus flagship announced monday battery change student disciplinary came fire june female student denounced president michael young said student college station campus face tougher sanction sexual misconduct discretion removed punishment outlining nearly dozen change school immediately young detailed initiative often called right including increase accessibility one case manager handle grievance rather rotation staff requiring transcript marked student dismissed expelled connection new system also established decide student particulate campus activity greek life corp cadet allowed return found responsible violation title federal gender equity dean rather coach organization arbiter interim restriction imposed accused system chancellor john sharp said statement monday change deal student would extended recommendation result two review young commissioned week female hannah posted found responsible sexually abusing since product report issued husch blackwell law firm presentation internal task released young formed two additional committee one review new change student second consider overhaul sanction imposed faculty member always continuous young said advocacy group came forward gave u chance delve listen people engaged input given u critical information help make past sexual misconduct case involving student athlete garnered outrage texas across critic time decried college coach administrator turning blind eye transgression athlete enabling culture permissive sexual misconduct faculty member sanction tenure become increasingly prominent fractious speaker faculty senate said generally agrees goal new key spirit trying transparent protect get dirty education secretary betsy federal government appeared curtail enforcement title rescinded guidance dictated college respond sexual assault around administrator wondered campus would continue pursue misconduct allegation without hammer aggressive federal seems college maintained policy ramped time pressure social medium campaign threat bad public attitude shifting radically said peter director center excellence higher education law policy stetson policy mandating termination gaining many school want right lake ban consensual relationship employee imposition minimum sanction become criminal work know mandatory sentencing sometimes lead minimum punishment doled fear thinking mandatory minimum know lake caught cultural texas university system texas university financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete list,"Aug. 20, 2018",Texas Tribune,0,0,fear,0.167,0.721,0.112,-0.9865,0.11205743661100802,0.49296923314780466
56,57,texas university system starts compliance equity inclusion efforts ahead ban,sign texas university system starting take stock university program group try foster diverse inclusive campus environment prepares new law go effect next law signed june memo obtained texas system leader launched ethic compliance program ensure university following state federal equal employment opportunity law new bill ban dei memo provides one first glance university leader responding faced broad opposition capitol state faculty texas became second state country behind florida ban office program meant help student background succeed campus also boost diversity effort became popular way university leader create inclusive working learning environment student faculty underrepresented including people different race military veteran people system leader cast wide net request instructing university president provide diversity training initiative provided dei office specific college academic university leader must provide detail program different treatment provide special benefit person due color memo also asks list faculty organization support faculty particular ethnicity sexual orientation well employee student mission statement medium communication focus dei memo asks university provide detail source funding training campus university must provide information system june spokesperson laylan copelin said system working group gathering information review law developing plan office often coordinate tutoring program boost people underrepresented group field like science help department search widely job candidate ensure university violate federal discrimination accuse dei program pushing characterize ideology onto student faculty say program prioritize social justice merit abbott signed one day letter say university cannot create diversity hire employee conduct dei work require dei training condition hired admitted hiring practice must bill would also prohibit university asking job candidate provide written answer consider diversity work sharing would work diverse commonly known diversity critic equated diversity statement ideological supporter say help ensure job candidate prepared support student legislation would affect course faculty student guest data collection include language saying federal granting agency accreditation agency requires dei texas university employee instead submit statement highlight work helping college student underserved student texas system leader said university president note believe refer gender identity sexual orientation required comply state federal law maintain required purpose enrollment perform institutional function texas university texas university system financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete behind headline newly announced speaker,26-Jun-23,Texas Tribune,0,0,joy,0.034,0.777,0.189,0.9949,0.04405253837072019,0.3302292404565132
57,58,black questions botched hiring persist departure,sign texas black student sudden resignation university president katherine bank botched hiring distinguished black professor imperfect response failed answer crucial whole debacle caused university anxiety left post amid whirlwind backlash university handled recruiting university texas austin professor kathleen mcelroy revive texas journalism texas graduate former director ut school journalism rejected job offer watered bringing tenured position job could fired change came conservative group took issue previous employment new york time work diversifying disservice make supposed something good bad said matthew francis texas student pursuing degree public service black student left without representation someone experience faculty member care someone genuinely love student also emphasized concern new state law aimed curbing type effort mcelroy leveraged improve newsroom diversity decadeslong friday message texas mcelroy deeply grateful groundswell support especially aggies former current much could say say reserve statement future bank hart lead department communication journalism closely involved said unusual level scrutiny given hiring mcelroy acknowledged one administrator least said source understand illegal le public subject job candidate stricter scrutiny due race also said bank misled faculty told decision change job offer made without president bank injected process atypically early blanton vice chancellor marketing communication texas university said statement friday system official heard understood concern aggie regarding failed investigated legal erica davis black former student unclear departure supposed resigning accepting responsibility happened probably right thing resigning accepted responsibility forced rouse said action sow distrust black aggies simmering close surface recent pointed debate statue lawrence sullivan former university president confederate university declined take statue student demanded removal based tie historical davis rouse said chapter reflects broader conflict view aggie value university stance make student color feel safe student spite everything happened still love francis told need people understand love something want better rouse said frustrating trying effect noting relationship black student alumnus leader alumnus acutely aware group influence university big part first black student able go already generation white student far ahead people already giving even able admitted davis rouse voice financial failed hiring also raised concern potential connection recent attack equity inclusion public dei office soon become thing past president texas said statement priority higher education student longer primary lofty goal replaced thought productive cleared try make reynolds fairly optimistic going president bank discus way move said resignation left thing feeling used think adding anyone involved process deserves thing legislative black caucus seeking accountability answer happen way texas new york texas university system university texas austin financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete u conversation matter newly announced speaker,21-Jul-23,Texas Tribune,0,0,sadness,0.115,0.759,0.126,0.2862,0.032493085618085615,0.36764670514670506
58,59,west texas university president walter wendler faces vote faculty canceling drag show,sign texas university faculty leader called vote confidence week condemn president walter wendler le month came fire student free speech group resolution obtained texas faculty senate leader accused wendler abusing role president running university based religious said exhibited pattern homophobic rhetoric stand stark contrast core value also argued wendler presented personal opinion religious belief online blog post official position faculty leader said opinion go violate state federal damage reputation hurt fundraising take step ashley faculty senate wrote letter professor monday announcing believe mission provide intellectually critically inclusive academic program institution higher education believe must act restore reputation west texas vote started monday morning go friday university spokesperson confirmed vote progress declined vote nonbinding largely faculty hope send message texas system board regent chancellor john letter campus community last wendler canceled student drag show fundraiser drew criticism student argued performance divisive demoralizing leader campus lgbtq group judge matthew kacsmaryk denied request immediately reinstate student case still sharp declined comment citing pending vote go beyond recent fracas campus drag faculty spoke tribune requested remain anonymous fear retaliation say handling drag show last straw many feel exhibited poor leadership faculty accused wendler actively encouraging prospective student avoid attending university immediately high school encouraging attend community college say led enrollment point visited high school texas texas higher education coordinating enrollment public university canyon dropped fall nearly student start academic resolution also pointed spring prospective student event potential student calling faculty senate argued action president part larger citing issue prior position chancellor southern illinois university removed communication breakdown university also criticized time pushing back siu decision extend certain medical benefit partner employee several year illinois legalized gay marriage texas university west texas university financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete wait welcome,17-Apr-23,Texas Tribune,0,0,love,0.146,0.728,0.125,-0.7506,0.07090011614401859,0.3433130081300813
59,60,west texas faculty condemn university president walter wendler drag show cancellation,sign west texas faculty lost confidence university president walter according result campuswide vote came week senate leader announced result weeklong vote tuesday according faculty senate president ashley vote condemn wendler said email faculty colleague provided comment tabulated released coming vote nonbinding largely faculty hope sends message university leader texas university oversees university spokesperson kelly carper polden confirmed result spokesperson texas university system declined comment citing pending ballot received sent faculty professional twenty ballot considered invalid submitted incorrectly received friday eligible ballot cast condemning drew fire student free speech advocate last month canceled student drag show last month arguing performance divisive demoralizing letter campus wendler said show woman extreme amusement others discriminate said allowing show would considered workplace prejudice show make fun lgbtq advocate student argued wendler mischaracterized art resolution announcing vote confidence last faculty senate leader said concern broader went beyond recent handling student drag accused abusing role president running university based religious ideology said exhibited pattern homophobic rhetoric stand stark contrast core value also accused wendler presenting personal opinion religious belief online blog post official position public faculty leader said opinion go violate state federal damage reputation hurt fundraising spoke texas tribune requested remain anonymous fear retaliation say handling drag show last straw many feel exhibited poor leadership faculty also accused wendler actively encouraging prospective student avoid attending university immediately high school texas higher education coordinating enrollment public university canyon dropped fall nearly student start academic texas university texas university system financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete wait welcome,25-Apr-23,Texas Tribune,0,0,sadness,0.158,0.727,0.115,-0.886,0.06768601190476191,0.31972098214285716
60,61,ruth simmons resign early president prairie view university,sign president historically black prairie view said friday resign end four month earlier expected resignation june abrupt resignation appears difference texas university system chancellor john sharp hiring rest term letter campus community simmons said recently informed could continue president limited presidential immediate response could would agree president name enduring good arise subservience low standard declined comment university sharp said president texas system leaving cannot hire senior staff dean except interim basis new president choose sharp said informed simmons would make exception chose sorry chose forever grateful service prairie view university look forward even greater thing sharp said houston native leading voice higher education decade previously worked smith college served brown first black woman lead ivy league prairie view grew endowment increased fundraising boosted financial billionaire mackenzie scott supposed serve incoming tomikia assumed role june current vice president enrollment management student success virginia commonwealth simmons pledged continue advocating historically black college support effort staff student seek best must held hostage others choose see u treat continue chart path demonstrating commitment integrity defines texas system said appoint interim president serve legrande start prairie view university texas university system financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete,"Feb. 10, 2023",Texas Tribune,0,0,sadness,0.052,0.774,0.174,0.9808,0.043905806836841324,0.3981862964621586
61,62,texas university system ban vaping across campuses,ban vaping soon extend texas university according tuesday memorandum chancellor john sharp cite recent revelation electronic cigarette use vaping lead lung want take unnecessary chance health faculty sharp wrote memo sent head university eight state health threat serious enough want see ban include every outside parking garage laboratory within texas well research facility said ban instituted soon would responsible stop selling product vaping point sale place within vast already banned part policy would gave credit president michael young inspiration system tim said thought young sharp serious concern wanted address real appropriate university texas system banned tobacco including vaping institution since karen said first public university system texas become fully tobacco sought share best practice center disease control prevention health authority investigating outbreak lung problem linked center reported people across country lung injury tied dozen authority urged people refrain using product outbreak investigated recommended pregnant woman youth abstain texas university system financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete list,"Oct. 1, 2019",Texas Tribune,0,0,sadness,0.148,0.685,0.167,-0.2815,0.049652777777777775,0.42430555555555555
62,63,john sharp protect maroon,sign story contains explicit month john sharp received call someone identifying ben secretary housing urban caller said wanted texas system chancellor help set trial testing whether compound oleander plant could help combat new buy figured prank call rick former texas governor secretary energy full sharp recounted interview texas tribune drove black pickup truck warm day around college station last prank carson end sharp quickly realized sharp recalled telling trump cabinet thought rick perry screwing got evidence oleander compound known safe test human fight carson put sharp risk disappointing head federal agency grant request infuriate faculty greenlighting scientifically dubious experiment political took another quickly used political connection donated fund kind political maneuvering eagerness please allowed former state comptroller veteran house become chancellor texas university system since established year atop billion overseen massive expansion successfully straddled chasm demand university faculty student conservative state leader increasingly different idea public university master getting money research spending flagship campus college station top next sharp long enough rattle list law school lately style political maneuvering kept system type conflict embroiling public university former texas university president kathy sharp came fire case stirred outrage maybe importantly political win considered success campus say blame stunted political career impulsive decision eat bunch recounted story flight austin private jet last din maroon white sharp said perry college friend search tiny can schlitz beer liven weekend perry flashed middle finger passing whose jacket bore name bandidos motorcycle parked bike walked toward sharp knew messed especially group drunk college behind squealing like pig stuck sharp cricket sharp tell grabbed two handful insect ground stuffed cricket juice running face guy looked sharp admitting scared college career texas graduated rowdy attended transition racially segregated school sharp followed groove texas landing job legislative budget sharp elected texas railroad oversees oil gas served two term state political ground shifted sharp surmised eating cricket back college biggest political mistake ever eat would killed perry governor antic might helped land another system board regent replaced old sharp became chancellor perry pushing new vision texas higher education idea fading sharp particularly interested entering political outmaneuvered state leader skeptical approving new law school state initiated nearly million big idea kept added name past sharp added faculty member national academy elite group distinguished researcher medicine helped create one program country student earn medical degree engineering said attracted teach first class call enmed liked sharp took risk followed idea swing pettigrew sharp maroon empire failed shake criticism committed enough boosting student diversity persist low number black student think stakeholder like really mattered erica davis graduate university current president insisted committed solving track record suggests attacked problem aggressively issue raised state lawmaker wanted allow licensed gun owner carry gun public university letter lieutenant sharp said concerned impact campus texas steeped military used opportunity share main wrote funding higher education student issue year hurricane harvey ravaged gulf greg abbott involved new funding creation new center texas walk capitol give u gonna go build thing think people much said nim head texas division emergency state agency coordinate response tdem joined texas system hurricane harvey idea evoke positive colorful personality passion alma mater good returned lunch system office bunch parakeet even decided keen could lead aggie crowd rendition road go sharp got one knee popped entered legislative session hoping relationship would bring another windfall legislature billion culture war kept getting lieutenant angry texas embrace critical race agitator based washington state architect national pushback perceived indoctrination crafted legislation used across country dismantle dei office public legislative rufo targeted various public university including abbott university agency system admit hire employee based factor sharp said directive university occurred month took different approach came knowing full well eliminating practice would decimate texas ability recruit top proposed lawmaker adopt texas tenure policy state said would codify way grant revoke tenure statewide also joined chancellor promising keep tuition flat next two year lawmaker sent billion new funding time sharp tried put political another one flared swift suspension alonzo came lieutenant governor said heard pharmacology professor bashed midst pitching lawmaker send system billion additional placed leave within hour sharp told patrick could pending flagship campus recruited ut used work new york run revamped journalism regent going start journalism department get conservative aggie student journalism world help direct tribune uncovered uproar faculty rang alarm threat academic department leader questioned could recruit new incident sparked national brouhaha especially botched hiring black woman renewed skepticism commitment ability protect political alumnus recalled refusal remove sul ross interview last sharp argued removing would fray strong tie vocal texas alumnus statue never coming sharp would done lot harm made thing way unworkable upsetting former sharp board regent said take time see impact scholarship preliminary data fall show slight black student enrollment increase prior though still hovering around total student according data provided white student make total student hispanic student account nearly color say take reaching make feel school welcoming state leader railed equity inclusion effort college campus wanted sharp defend initiative way defended point make stand nicolas texas sophomore mexican vietnamese told know money come feel like even professor alumnus expressed seemed want sharp would asked president black former student could go backwards already sharp least five year cement legacy still goal left want improve texas medical grow rellis research campus status national proven still adeptly maneuver hall texas capitol distrust texas leadership faculty senate still conducting investigation happened hiring suspension professor allegedly criticized patrick talk opioid faculty leader critical sharp time also said appreciate instinct engage difficult various contrary position right really good job trying navigate side tracy president texas faculty week bank month sharp calling best president history forced report included letter sharp aggie community calling time come put house back vow never let happen must rededicate aggie value define u bind apologized treatment defended handling case involving lieutenant someone keep suggested medium let call state official go assume silly suggestion meant clever turn always found stop taking cease answering five year left sharp still lot call texas texas tech thetexas university university texas austin university texas system financial supporter texas nonpartisan news organization funded part donation foundation corporate financial supporter play role find complete list,"Oct. 2, 2023",Texas Tribune,0,0,surprise,0.105,0.751,0.144,0.9884,0.01943432583676487,0.431966661387393
