,Index,article,headline,emotion,neg,neu,pos,compound,Sentiment,Subjectivity
1040,1040,qpr keeper day head preston queen park ranger keeper chris day join preston month loan day displaced arrival simon royce month loan charlton qpr signed italian generoso rossi r manager ian holloway risk recalled month simon royce recalled charlton iron fire yes couple day ranger contract expires summer holloway hoping complete signing middlesbrough defender andy davy permanently loan saturday match ipswich davy impressed loan spell loftus road holloway chasing bristol city midfielder tom doherty,sport,joy,0.054,0.798,0.148,0.7717,0.3666666666666667,0.4666666666666666
1041,1041,wenger offer mutu hope arsenal bos arsene wenger consider signing adrian mutu striker served drug ban mutu sacked chelsea friday testing positive cocaine wenger backed wonder happen suspended period served suspension right start zero meet player tell mutu face ban month football association decides punishment chelsea decided act case heard sacked striker ground gross misconduct revealed failed drug test mutu club decision chelsea destroyed sunday mirror going shocked surprised decision expect pay suspended thought sack wait career ruin walk away football left chelsea criticised stance professional footballer association accusing club failing duty care player mutu agreed adding unfair going sack public example make difficult,sport,joy,0.327,0.57,0.103,-0.9853,-0.13518299881936244,0.4770759543486816
1042,1042,zambia confident cautious zambia technical kalusha bwalya confident cautious ahead cosafa cup final angola saturday lusaka bwalya short victory bwalya warned complacent comfortable sure victory difficult game main aim game enjoy win zambia shown determination win final recalling foreign based player old bwalya oldest player appear competition played scored mauritius uncertain field chipolopolo fan cautious victory concert scheduled match featuring country musician side hoping win competition trophy chipolopolo edition regional tournament southern african nation prevented straight win angola knocked zambian semi final stage victory angola marked defeat zambia lusaka independence stadium saturday game played angola named overseas based player preliminary squad palancas negras unable secure release portugal based player,sport,joy,0.104,0.569,0.328,0.9873,0.15339506172839507,0.5116255144032922
1043,1043,mcclaren target champion league middlesbrough bos steve mcclaren belief clinch spot premiership secure qualification champion league win manchester city mcclaren playing exciting football magnificent result depends best got goal nearly paid end mcclaren praised winger stewart downing striker jimmy floyd hasselbaink mark viduka ended barren run goal stewart keep playing sven goran eriksson got pick striker scored great goal combination play show want play trying,sport,joy,0.0,0.547,0.453,0.9908,0.6285714285714287,0.6071428571428571
1044,1044,greene set sight world title maurice greene aim wipe pain losing olympic title athens winning fourth world championship crown summer settle bronze greece fellow american justin gatlin francis obikwelu portugal hurt medal mistake lost thing greene race birmingham friday going happen goal going world greene crossed line second gatlin second closest fastest sprint greene belief lost race title semi final semi final race race conserving energy francis obikwelu came believe lane seven final lane seven feel race felt running believe middle race able react came ahead greene denied olympic gold men relay catch mark lewis francis final leg kansa star head head lewis francis friday norwich union grand prix pair contest distance greene currently hold world second indoor meeting france resuming training outdoor season task recapturing world title helsinki august greene belief gatlin prove threat ambition finland admits face rival world crown coming coming ato boldon young crowd greene young guy coming,sport,sadness,0.127,0.778,0.094,-0.7096,0.10625000000000001,0.47343750000000007
1045,1045,kenteris cleared kostas kenteris lawyer called doping charge greek sprinter dropped gregory ioannidis submitted evidence greek athletics tribunal claim prof olympic champion case answer kenteris compatriot katerina thanou given provisional suspension december failing drug test athens olympics greek tribunal verdict early kenteris thanou withdrew athens olympics august missing drug test eve opening ceremony alleged avoided test tel aviv chicago game ioannidis overwhelmingly show charge dropped ioannidis presented evidence throw different light event leading pair sensational withdrawal athens game lawyer proof authority knew kenteris germany alleged missed test chicago nick davy athletics ruling body iaaf handed provisional ban comment present hearing closed door expect verdict greek athletics federation february obviously making statement kenteris gold sydney olympics thanou silver,sport,surprise,0.116,0.801,0.083,-0.743,0.02156862745098039,0.2892156862745098
1046,1046,campbell lift lid united feud arsenal sol campbell called rivalry manchester united gunner bitter personal past encounter stirred plenty ill feeling side meet highbury tuesday bitter personal united defender guardian newspaper edge happened beat sweetest win especially lost october arsenal lost old trafford ended match unbeaten league run sparked mini crisis gunner winning game psychological impact defeated old referring controversial penalty award united goal far upsetting losing away try balance course season rough decision begin wonder tension spilling united bos sir alex ferguson allegedly pelted pizza tunnel little surprise riding return encounter arsenal waiting campbell speaking long term campbell signalled intent abroad turn country definite italy look good suit kind football spain option idea tasting culture learning language excites starting little french course,sport,sadness,0.209,0.553,0.238,0.6021,0.059000000000000004,0.474
1047,1047,thompson say gerrard stay liverpool legend phil thompson pleaded steve gerrard reject overture chelsea ex red assistant bos warned honour chelsea cheapened bid buy success bbc radio live liverpool think bid steve end sweet feeling chelsea orientated simply buying best thompson reacted sharply liverpool supporter criticised gerrard performance carling cup chelsea fan questioned gerrard commitment sarcastically branded goal liverpool defeat goal chelsea thompson heard comment called supporter diabolical absolutely outrageous stevie carried club liverpool thompson savoured seven title winning season cup triumph anfield playing career confident lure champion league football gerrard anfield hope champion league football beckon liverpool winner finishing fourth premiership commit soul searching thing gone lately hope hardening fact big decision hope benefit steven gerrard hope worthwhile liverpool,sport,love,0.099,0.515,0.386,0.9936,0.13295454545454546,0.45289115646258493
1048,1048,arsenal penalty arsenal penalty spanish goalkeeper saved alan quinn jon harley arsenal sealed trip bolton victory penalty lauren patrick vieira freddie ljungberg ashley cole scored arsenal andy gray phil jagielka target blade tonge harley wasted chance underdog paddy kenny inspired arsenal bay arsenal stripped attacking talent thierry henry dennis bergkamp partnered italian striker arturo lupoli ljungberg revamped arsenal goal second tonge wasted glorious chance gray ran free flank cross left tonge simplest chance blazed yard arsenal barely attacking force opening minute ljungberg turned half chance wide good work cesc fabregas arsene wenger introduced quincy owusu abeyie ineffective lupoli half time pacy dutch youngster immediate impact ran good work mathieu flamini finish tame kenny saved easily owusu abeyie fired testing cross met fabregas desperate clearance kenny leg save blade arsenal totally dominant desperately unlucky minute fabregas crashed rising drive bar yard brilliant tackle jagielka deny ljungberg poised strike arsenal continued press kenny minute left diving clutch range effort fabregas neil warnock snatched victory dying second derek geary cross harley far post diving header brilliantly turned almunia owusu abeyie pace causing sort blade extra time began surging penalty area chance ljungberg pascal cygan missed arsenal chance minute blazing goal unmarked far post arsenal sent jeremie aliadiere seven minute extra time left broke deadlock touch kolo toure misplaced free kick landed foot kenny blocked tight angle arsenal laid siege sheffield goal dying minute force penalty almunia arsenal hero brave blade cup losing kenny geary morgan bromby harley liddell montgomery jagielka thirlwell tonge quinn gray sub francis kabba shaw haystead morgan almunia lauren cygan senderos cole fabregas toure vieira flamini aliadiere clichy lupoli owusu abeyie ljungberg sub eboue taylor clichy lauren senderos p dowd staffordshire,sport,joy,0.151,0.665,0.184,0.8891,0.08396358543417369,0.38585434173669464
1049,1049,dallaglio man end controversy lawrence dallaglio away glittering international career end career came blue season dallaglio man emerging international scene dallaglio polarised opinion supporter england dallaglio wrong integral sustained period success england dallaglio crowning glory rugby world cup rival fan tended alternative view seeing dallaglio epitome agreeable characteristic english rugby afraid speak mind referee opposition pitch coach medium dallaglio rubbed wrong dallaglio arrived unheralded england shock winner rugby seven world cup year graduate england xv proved manor born displaying maturity physical power year dallaglio rapidly established automatic choice play row position international standard year debut dallaglio offered england captain band career continued strength strength lion tour south africa overlooked captaincy favour england mate martin johnson massive role series victory building seemingly unstoppable momentum dallaglio career hit buffer speed came minute defeat wale dallaglio kick goal dying minute blamed costing england grand slam worse follow infamous newspaper sting cost treasured england captaincy sensational allegation drug subsequently cleared splashed page devastated dallaglio stepped england skipper bounced getting head club level returning england fold albeit lieutenant captain johnson member england road world cup glory journey mishap succession grand slam opportunity spurned dallaglio emerged key performer setback arrived knee injury short dallaglio involvement lion tour australia rumour began circulate career typical dallaglio style embarked punishing schedule rehabilitation return fearsome physical specimen effect injury rob dallaglio pace pragmatist reinvented close quarter highest calibre player play minute england world cup triumph australia dallaglio hardly secure england historic highest esteem england supporter johnson retirement dallaglio career came circle woodward restored england captain england hit height dallaglio spell captain losing post world cup test dallaglio led example leaving member squad lacking world cup star live expectation dallaglio walk away international safe knowledge england accomplished player captain evident pride leading problem england replace irreplaceable like matt dawson jonny wilkinson phil vickery hill mentioned contender dallaglio role captain player england struggle replace player joe worsley chris jones capable stepping fact stand candidate speaks volume dallaglio massive influence english rugby,sport,surprise,0.129,0.686,0.185,0.9623,0.027869605142332415,0.43694083694083696
1050,1050,llewellyn wale retirement wale record cap holder gareth llewellyn retire test rugby end nation veteran lock end february told wale scrum v time bring curtain cap wale career llewellyn season french club narbonne consider retiring rugby year carry playing change career llewellyn narbonne keen stay year decide stay maybe ultimitely coaching end coaching award respect hopefully getting chance fellow lock robert sidoli brent cockbain scored try saturday nation italy wale coach mike ruddock preferred starter row resurgence dragon ian gough adaptibility lock cum flanker jon thomas bench llewellyn match day squad nation campaign neath osprey player targetting outing red shirt field brilliant boy pleased llewellyn tough wale player hell easiest thing throw towel walk away dug nice boy getting reward going retire end nation told boy squad mike ruddock asked carry season squad trying llewellyn wale debut zealand year caught selector eye black tour match neath ft player looked going break neil jenkins wale cap record june loss argentina lot high winning nation beating england great tour seen fantastic country llewellyn thing time spent player met great guy rugby great friend bit strange international find watch wale play time golf handicap llewellyn captained neath seven season integral neath swansea osprey regional season osprey building future llewellyn eventually forced france employment digging heel contract negotiation insist allowed play wale,sport,fear,0.06,0.702,0.238,0.992,0.23444444444444446,0.48850877192982456
1051,1051,scotland italy chris paterson penalty gave scotland victory dour clinical encounter italy murrayfield coach matt williams outmuscled outplayed tense half led break paterson slotted half penalty scotland denied try wing sean lamont touchdown ruled forward pa late andrea masi try small consolation italy chasing nation scotland exchange quick lead boot paterson powerful azzurri pack eventually rumbled drive scottish territory penalty attempt missed roland de marigny wayward drop goal effort luciano orquera scotland defended initial thrust minute italy yard short equalised de marigny penalty italy offered penalty scottish flanker simon taylor offside left footed de marigny pushed kick wide scotland finally rare foray italian half snatched point paterson italian forward handled ball ruck half wore side squandered promising spell momentum sloppy penalty period fizzled scotland numerically psychologically italy de marigny narrowly missed level score shortly break range kick shaved upright scotland capitalised paterson penalty minute williams spark couple probing attack paterson slot point widen gap pendulum possession swinging scotland lamont wriggled left corner minute recalled marginal forward pa paterson paterson penalty minute kept pressure wilting visitor kirwan men laugh gordon ross attempted clearance charged masi pounced try converted de marigny c paterson webster craig h southwell lamont park c cusiter smith g bulloch capt g kerr grime murray taylor j petrie hogg r russell b douglas n hines j dunbar blair g ross b hinshelwood r de marigny mirco bergamasco c stoica masi l nitoglia l orquera troncon lo cicero f ongaro castrogiovanni dellape bortolami capt persico dal maso parisse g intoppa perugini del fava orlando p griffen r pedrazzi kp robertson,sport,sadness,0.164,0.796,0.04,-0.984,-0.03623188405797101,0.322463768115942
1052,1052,hodges announces rugby retirement scarlet usa eagle forward dave hodges ended playing career pursue coaching role state old cap llanelli player season battled injury seven year stradey tore pectoral muscle osprey boxing day injury kept season realising unable play season club agreed contract early hodges allows pursue opportunity allows scarlet generation scarlet begun rebuild squad season disappointing heineken cup campaign plenty signing departure coming week scarlet chief stuart gallacher confirmed current squad contract summer deliberate policy squad coming contract signed chance invigorate squad positive future scarlet field gallacher keen pay tribute role forward hodges played stradey park david highly influential member squad seven year gallacher real professional thank played success sure enormous contribution development rugby wish family hodges described year stradey life,sport,joy,0.081,0.664,0.256,0.9747,0.0644055944055944,0.4807187257187258
1053,1053,italy aim rattle england italy coach john kirwan belief upset england nation wooden spoon battle hots side win meet march twickenham kirwan hoping england current slump sure england france tough england championship big sure player rise occasion kirwan admits lot hard needed kicker trip london roland de marigny luciano orquera miserable time boot dire defeat scotland chris paterson stole host needed victory kirwan kicking decisive factor scotland cost kicking time lot confidence player positive england england licking wound rueing decision referee jonathan kaplan gone half dublin mark cueto judged offside chased fly half charlie hodgson kick kaplan opted video evidence josh lewsey touched driven ireland line centre jamie noon belief showed form previous defeat definitely improved form irish went dublin quietly confident able compete think showed sure form positive italy illusion easy definitely need win england equalled low successive championship defeat including france paris season row andy robinson predecessor sir clive woodward began seven reign defeat draw,sport,sadness,0.135,0.605,0.259,0.9776,0.15030513468013465,0.5176767676767678
1054,1054,dementieva prevails hong kong elena dementieva swept aside defending champion venus williams win hong kong champion challenge event russian ranked sixth broke williams time losing service williams saved championship point losing match victoria park tennis court great start matter exhibition trying play best dementieva confidence grand slam trying hard win tournament williams disappointed display played nice point committing unforced error error match organizer auctioned racket belonging raising victim tsunami disaster,sport,joy,0.227,0.374,0.399,0.9652,0.3383333333333333,0.5191666666666667
1055,1055,owen skipper role wale michael owen say replacing gareth thomas wale captain straightforward leadership quality squad dream playing wale enters head day captain country easy job experienced player massive honour coach mike ruddock say old armband broken thumb victim thomas scotland ruddock praised owen contribution vice captain pack leader win england italy france notably role second paris thomas injury cap dragon man say thomas badly missed gareth going massive loss brilliant player fantastic job captain owen unique stamp thing going miss strength squad shown like kevin morgan step owen admitted grand slam mentioned squad getting carried away victory england italy france ahead massive looking forward preparing scotland improving like france unlucky win ireland played fantastically minute falling away probably going similar journey couple,sport,joy,0.129,0.591,0.28,0.9776,0.2530701754385965,0.6328947368421053
1056,1056,fuming robinson blast official england coach andy robinson livid denied try sunday nation loss ireland dublin mark cueto half effort ruled offside referee spurned tv replay england crashed dying minute absolutely spitting livid try cost robinson sport got technology south african referee jonathan kaplan ruled cueto ahead charlie hodgson fly half hoisted cross field kick sale wing gather kaplan declined chance consult fourth official josh lewsey took ball irish line pile body game winning try think mark cueto scored perfectly legal try think gone video referee josh lewsey robinson technology trying cueto try looked looked try disappointed hurt doubt upset referee charge got cope win game proud player couple decision famous victory thought dominated matt stevens awesome game tighthead prop like charlie hodgson martin corry lewis moody came josh lewsey awesome forward stood given pressure credit player win game rugby ireland defended magnificently got chance winning nation england match nation robinson took sir clive woodward september,sport,anger,0.155,0.63,0.216,0.9287,0.23550724637681164,0.5210144927536233
1057,1057,player burn worry robinson england coach andy robinson english rugby act prevent injury destroying player career host big name nation intensity professional rugby union hit player injury sport look injury occur english season robinson sport think player probably going year taken career robinson missing entire midfield nation like jonny wilkinson mike tindall greenwood injured rugby union far physically demanding game went professional nearly year ago result major stakeholder english rugby launched injury audit find player coping audit jointly funded professional rugby player association rugby football union premier rugby far robinson concerned finding ignored think injury audit coming march got information think everybody english game got look situation going worse think rugby got look,sport,surprise,0.241,0.722,0.038,-0.979,-0.0493421052631579,0.29041353383458646
1058,1058,hong kong world cup bid hong kong hoping join japan co host rugby world cup japan applied host tournament aim taking outside rugby traditional stronghold time hong kong rugby football union hkrfu chairman john molloy called territory host pool quarter japanese rugby football union jrfu receive formal presentation hkrfu stage considering hosting event jrfu secretary koji tokumasu examine proposal definitive form japan face stiff competition form south africa zealand host event seven time world cup held country nation tri nation tokumasu irb think time rugby global japan ready host tournament forward welcoming world rugby japan tokumasu football world cup co hosted japan south korea huge success infrastructure place japan commercial clout host sport competition japan launched professional rugby league fourth largest registered world south africa france,sport,love,0.0,0.859,0.141,0.9468,0.07142857142857142,0.2545454545454546
1059,1059,houllier praise benitez regime liverpool manager gerard houllier praised work anfield successor rafael benitez houllier angry report critical benitez spaniard liverpool houllier sport private stressed rafa good job right man right place rafa good coach good man spoken liverpool criticised houllier revealed ready return game leaving liverpool anfield france bos linked host job pulled race succeed mark hughes wale national coach working uefa covering premiership french television coaching brazil national coach carlos alberto perreira houllier good club come right yes ready interesting watch game different perspective learned thing involved football leaving liverpool battery recharged houllier impressed quality premiership watching pundit particularly jose mourinho work leader chelsea chelsea good creative damien duff arjen robben didier drogba showed change face game came newcastle good team spirit mentally shown cope pressure expectation cope jose principle jose result came chelsea impact premiership manages team cleverly houllier away brief liverpool hugely impressed premiership exciting league entertaining goal scored team trying interesting watch game different perspective game switch end end pace premiership league good product,sport,anger,0.059,0.642,0.299,0.9939,0.24089635854341734,0.570063025210084
1060,1060,dominici back lacklustre france wing christophe dominici say france claim nation grand slam despite lacklustre win far scotland england champion saw scot paris needed england self destruct win english played lost race grand slam dominici display perfect win grand slam ireland wale france ireland wale remain unbeaten round rb nation celtic nation playing far impressive rugby france wale stade de france february ireland dublin march france click dominici say win hard scrum dimitri yachvili continues goalkicking form efficient kicker rely solid defence life achieve dominici start competition winner clearer match exactly happen france coach bernard laporte announce starting line tuesday match wale wing jimmy marlu definitely knee injury sustained twickenham likely sideline rest tournament inspirational flanker serge betsen doubt thigh injury imanol harinordoquy shaken shoulder injury back centre yannick jauzion winger aurelien rougerie contention injury brive julien laharrague received replacement pepito elhorga,sport,anger,0.218,0.578,0.205,-0.125,0.3253787878787878,0.5678030303030304
1061,1061,cole face lengthy injury lay aston villa carlton cole week knee injury striker season long loan chelsea picked knock match holland earlier month carlton action week bad challenge villa bos david leary able tell need operation maybe operation left chelsea cole struggled ankle problem earlier season unable rest leary shortage striker return fitness darius vassell month broken ankle emergence luke moore alleviated villa manager problem department,sport,joy,0.27,0.688,0.042,-0.9559,-0.05499999999999998,0.4491666666666666
1062,1062,keegan hail comeback king fowler manchester city bos kevin keegan praised striker robbie fowler landmark return form old favour city season took premiership goal tally past brace monday win norwich quality player know net got supply ammunition keegan worked hard liverpool striker moved city poor stint leeds battled team contention struggling fitness start season fowler overtook le ferdinand tuesday evening highest scorer premiership goal trail alan shearer andy cole keegan belief come forward better supply better keegan people write kept article people written throw left bit egg face fowler double strike helped city come goal clinch dramatic win carrow road keegan sympathised norwich bos nigel worthington feel bit nigel worthington team got great character drive enthusiasm know killer blow norwich think brought premiership stadium atmosphere great tough league stay finding know,sport,joy,0.102,0.683,0.215,0.9612,0.16907407407407407,0.4216666666666667
1063,1063,rover reject ferguson bid blackburn rejected bid ranger scotland captain barry ferguson sport learnt thought blackburn want midfielder chief john williams confirmed club dialogue ranger old handed transfer request ewood park seek return ibrox club unable reach agreement fee ferguson moved lancashire thursday ranger increasing offer blackburn want midfielder williams rejected proposal ranger player swap deal williams dialogue glasgow ranger agreement negotiation concluded midnight monday winter transfer window shuts williams conceded deal ferguson looking unlikely close transfer window ranger chance seal deal comment got agreement glasgow ranger thing looking think unlikely ball court got offer acceptable moment understood blackburn accepted offer ferguson everton weekend player determined return scotland rejected goodison park ferguson fa cup colchester saturday despite recovering groin injury rover bos mark hughes claiming emotional difficult player,sport,sadness,0.099,0.73,0.171,0.7124,-0.21428571428571427,0.6214285714285713
1064,1064,verdict delay greek sprinter greek athletics governing body postponed week judgement sprinter costa kenteris katerina thanou missing doping test pair facing lengthy ban missed test eve athens olympics learn fate february late evidence pushed date mid march lawyer michalis dimitrakopoulos kenteris men title sydney game thanou woman silver medal sydney face maximum ban found guilty athlete spectacularly withdrew athens olympics suspended international association athletics federation iaaf missing test iaaf sprinter failed provide sample test tel aviv chicago athens ordered greek athletic governing body segas hold disciplinary inquiry athlete face criminal hearing greece missed drug test charged faking motorcycle accident day athens test led spending hospital final hearing late athlete sounded confident acquitted confident optimistic thanou presented evidence committee aware clear evidence,sport,sadness,0.257,0.629,0.114,-0.9657,-0.044736842105263144,0.40789473684210514
1065,1065,ferguson urge henry punishment sir alex ferguson football association punish arsenal thierry henry incident involving gabriel heinze ferguson belief henry deliberately caught heinze head knee united controversial united bos worse ruud van nistelrooy foul ashley cole got game ban shall present fa tackle heinze terrible club permitted ask fa examine specific incident information provided hour game clash occurred moment freddie ljungberg challenge left heinze ground left touchline henry ball attempted hurdle argentine knee collided heinze head striker protested innocence referee mike riley deemed collision accidental ferguson upset arsenal overall discipline heated encounter arch rival praised behaviour edu produced terrible tackle scholes potential leg breaker foul game arsenal seven heinze ronaldo vieira sixth foul got booked phil neville got booked challenge proud handled pressure gracious defeat happened overshadowed achievement,sport,fear,0.212,0.66,0.128,-0.9136,-0.16071428571428573,0.49107142857142855
1066,1066,reaction spanish press england defeat spain wednesday dominated page country press controversy short supply racist abuse england black player wayne rooney petulance england inept performance spanish press affair sport look reaction coverage racist chanting wednesday night cover english reaction pre match comment spain coach luis aragones highlighted colonial probed remark thierry henry october journalist guillem balague writes country multi culturalism thing nappy dealing thing naivety make english nervous marca refers passing booing england black player referring cheer ole greeted period spanish possession aragones comment question racism match highlighted marca focus spanish coach praise player serbia montenegro qualifying belgium qualification tougher spain greater importance spanish criticises english counterpart stoking racism issue racist chant player happened spanish league spain spanish federation press officer fernando garrido english reporter ask contribute spanish daily abc accuses english reporter launching witch hunt aragones team played poorly divert attention muddled issue paper say boy bernabeu odd rooney intent kick spanish player approached rooney worst example england miscreant gary neville criticised continuing feud manchester united arsenal tackle jose reyes ashley cole treatment joaquin frank lampard foul reyes lambasted ugliness marca headline say wayne rooney se volvi loco en el bernab u wayne rooney crazy bernabeu rooney display alarm writer particular chilling foul joaquin casillas marchena infirmary marca criticises gary neville leaving message reyes ankle remind manchester united arsenal clash spain performance showered praise xavi singled xavi thing wednesday worthy maradona paper beam adding rate dynamism vision leadership midfield player controversial evening offer seemingly undeniable viewpoint spanish football player played football english plaudit team jaime vargas lauding manner spain dominated england order quality paper add bad thing spain v england lasted minute succession change prevented vargas mention england galacticos simply adding p forgotten speak beckham owen forgot,sport,sadness,0.191,0.696,0.113,-0.9823,-0.07656249999999999,0.2819940476190476
1067,1067,santini resigns spur manager tottenham manager jacques santini resigned personal reason france manager moved white hart lane summer want return france santini tottenham memorable deep regret leave wish club supporter private issue personal arisen caused decision hope wonderful fan respect decision thank sporting frank arnesen chairman daniel levy understanding assistant coach martin jol temporary charge care affair saturday premiership match charlton arnesen club sad santini obviously disappointed jacques leaving fully respect decision assure club act swiftly minimise impact jacques departure priority ensure season performance remains unaffected shall statement monday clarifying position wish jacques,sport,sadness,0.116,0.586,0.298,0.9664,0.02,0.5225
1068,1068,mcilroy aiming madrid title northern ireland man james mcilroy confident win major title weekend spar european indoor championship madrid year old form week metre favourite believe win abroad trial race sheffield run race middle mcilroy coach tony lester helped mcilroy career track year old metre runner matched promise performance belief change coach base bring reward mcilroy life windsor feel career transformed nonsense leadership style army sergeant lester lester known runner roger black mark richardson past guidance mcilroy secured win indoor season mcilroy claim shape finishing fourth ireland outdoor european championship decent year mcilroy temporarily retired august returning sport lester shrewd guidance race like trying climb mount everest trying succeed saw standing dead terrified starting line bit mcilroy compared like sebastian coe steve cram steve ovett younger competing benefit lottery funding situation change maintains current form repeat world class time produced major race erfurt stuttgart season russian dmitriy bogdanov madrid venue claimed european championship race dutchman arnoud okken antonio reina spain mcilroy unfazed admitted looked good win fair opinion write let face looked like beaten season mcilroy time minute erfurt elevated sixth time list looking madrid focused year career good important ultimately course weekend mean getting prepared summer world championship ambition meant night august rest time concentrating rebuilding career,sport,surprise,0.053,0.687,0.26,0.9937,0.17112068965517246,0.4093390804597702
1069,1069,campbell extend sprint career darren campbell set sight running quicker deciding retire sprinting campbell olympic relay gold unsure future live sportsweek training decide hunger walk away started thoroughly enjoying looking forward second second campbell british quartet shocked american relay gold athens august newport based athlete mate jason gardener marlon devonish mark lewis francis rewarded mbes honour list campbell relay triumph disappointing display individual event athens failed reach final olympic silver sydney hamstring injury stopped running best criticised olympic champion michael johnson cast doubt campbell injury claim athens finally gold trying big relief campbell chance prove fit challenging individual medal season challenge medal season different unfortunate picked injury olympics campbell set personal best title budapest ran quarter final sydney olympic silver,sport,fear,0.186,0.545,0.269,0.9336,0.05375494071146245,0.4706521739130436
1070,1070,hodgson relish clash blackburn bos roy hodgson premiership follow rest europe winter break insists gruelling domestic schedule damage english elite bid champion league glory hodgson charge viking stavanger liverpool clash bayer leverkusen anfield tuesday member uefa technical committee hodgson fierce advocate winter break employed europe england champion league contender ploughed heavy fixture list hodgson sport belief premiership embrace idea expect cost english representative champion league feel difficult certainty team break definite edge fervent supporter break give player chance recharge battery midway season suggest team advantage champion league school suggests break coming put disadvantage bigger discussion winter break nature football today need football player premiership developed match champion league february hodgson belief winter break carry advantage explaining perfect chance recharge battery certainly manager england supporting call introduction pre season lot enthusiasm energy christmas player plenty international match club country travelled lot find getting jaded break give chance recover energy enthusiasm importantly recover mental strength break ready mental important thing hodgson length break vary italy break short christmas short gave player week day training week day longer important responsible physical fitness player programme follow ensure physical strength accumulated stay hodgson belief winter break positive step premiership talk football elite level premiership support winter break examine demand premier league particular player international football club country break physically mentally,sport,sadness,0.045,0.625,0.33,0.997,0.09136518243661099,0.40128324056895487
1071,1071,cudicini miss carling cup final chelsea goalkeeper carlo cudicini miss sunday carling cup final club dropped appeal red card newcastle italian sent bringing shola ameobi final minute sunday match blue bos jose mourinho promised pick cudicini final instead choice keeper petr cech old serve match suspension commencing immediate effect cudicini kept club record clean sheet season chelsea petr cech established choice mourinho moving stamford bridge summer old czech republic premiership record consecutive minute conceding goal mark running mourinho cudicini regularly carling cup italian let goal appearance chelsea final,sport,anger,0.035,0.909,0.056,0.4588,0.04358974358974359,0.48284023668639053
1072,1072,dallaglio eyeing lion tour place england captain lawrence dallaglio harbour hope place british irish lion tour zealand lion coach sir clive woodward clear pick squad tour summer based form shown nation championship dallaglio called england assure let take offer daily telegraph dallaglio toured south africa lion forced home early knee injury trip australia ago old felt concentrating club rugby prolonged international shelf life good shape fresh test clock witnessed close quarter sunday heineken cup match leicester certainly feel place alongside trip fit playing certainly available clive feel need look outside international crop fine need look far,sport,love,0.05,0.717,0.232,0.9524,0.1488795518207283,0.3002801120448179
1073,1073,funding cut hit wale student wale student rugby casualty welsh rugby union reorganisation youth level amalgamated formed separate school youth team play match thursday italy gnoll seen wru decide funding representative side wale student result traditional international fixture england france year cancelled welsh student rugby football union feel unable properly prepare stage match secretary welsh student rugby football union reverend eldon phillips shame fixture maintained year competition provided strong english french team enabled welsh student test high quality match increasing young rugby player entering higher education challenge representative rugby year opportunity denied player played wale student senior representative honour include robert jones rob howley jon humphreys darren morris martyn williams ceri sweeney,sport,anger,0.129,0.752,0.12,-0.296,0.04433333333333333,0.35233333333333333
1074,1074,ireland win eclipse refereeing error rugby board step stop frustrated coach publicly haranguing referee belly way nfl style video camera field slap vociferous perpetrator knuckle irb football scenario verbal slanging match overshadow game sunday explosive nation clash lansdowne road example ireland step grand slam game exciting come improved england enraged decision way understand frustration doubt ireland rub green victory reaction england camp endeared sport blazer referee jonathan kaplan perfect decision particular villain piece doubt kaplan pleased comment recourse criticism simon mcdowell touch judge heavily criticised scotland coach matt williams defeat france england concerned query mark cueto effort corner charlie hodgson kick england coach andy robinson referred similar ravenhill ulster gloucester heineken cup occasion humphreys kicked tommy bowe touched corner try wiped camera conceivable angle pick anomaly robinson right referee gone upstairs josh lewsey driven irish line near end lewsey claim touched control credit ireland flanker johnny connor cleverly scooping ball away blocking evidence touchdown rugby tends minute referee missed england danny grewcock taking ronan gara ball allow martin corry sunday stroll line stand moment classic game foe away brian driscoll try conceived charlie hodgson brilliant kicking display highlight ronan gara tremendous ability control game crucial component defining moment ireland cosh minute outstanding piece defensive denied england allowed ireland hold denis hickie brilliant double tackle right hand corner gobbled cueto hodgson cross field kick regained foot stop lewsey scoring certain try ireland row colossus paul connell equally superb england turned ireland way defence cordon slowly disintegrating england prop matt stevens ran steam suck tackler unfortunately ran connell hard hard wrestled ball away crucial turnover spoke volume ireland foot display defensive coach mike ford taking bow end win game showed ireland moved forward try win defence win championship,sport,sadness,0.161,0.639,0.2,0.9451,0.1533928571428571,0.5475297619047618
1075,1075,taylor poised scotland return simon taylor named scotland squad saturday nation clash italy scoring return edinburgh weekend game capital taylor suffered knee ligament damage playing ireland dublin nation championship simon scotland truly class huge bonus mate chris paterson brings dimension especially defence ability slow opposition ball key italy involved taylor turned english saracen week short term loan improve fitness edinburgh action week season nation taylor played minute saracen northampton minute friendly south african super cat scotland coach matt williams match day thursday scotland italy opening nation season encounter italy weekend game turn battle avoid wooden spoon blair edinburgh craig glasgow c cusiter border danielli border di rollo edinburgh henderson glasgow b hinshelwood worcester r lamont glasgow lamont glasgow park glasgow c paterson edinburgh g ross leeds h southwell edinburgh webster edinburgh r beattie northampton g bulloch glasgow capt b douglas border j dunbar leeds fullarton saracen grime newcastle n hines edinburgh hogg edinburgh g kerr leeds n lloyd saracen murray edinburgh j petrie glasgow r russell irish c smith edinburgh smith northampton taylor edinburgh j white sale,sport,sadness,0.072,0.748,0.18,0.955,0.007222222222222218,0.3777777777777778
